,Year,Month,Employment Level,Date,Age
32,2001,Jan,18519.0,2001-01,55 years and above
33,2002,Jan,19345.0,2002-01,55 years and above
34,2003,Jan,20871.0,2003-01,55 years and above
35,2004,Jan,21749.0,2004-01,55 years and above
36,2005,Jan,22621.0,2005-01,55 years and above
37,2006,Jan,24101.0,2006-01,55 years and above
38,2007,Jan,24978.0,2007-01,55 years and above
39,2008,Jan,26433.0,2008-01,55 years and above
40,2009,Jan,27187.0,2009-01,55 years and above
41,2010,Jan,27430.0,2010-01,55 years and above
42,2011,Jan,28238.0,2011-01,55 years and above
43,2012,Jan,29873.0,2012-01,55 years and above
44,2013,Jan,31185.0,2013-01,55 years and above
45,2014,Jan,31844.0,2014-01,55 years and above
46,2015,Jan,33030.0,2015-01,55 years and above
47,2016,Jan,34101.0,2016-01,55 years and above
48,2017,Jan,34830.0,2017-01,55 years and above
49,2018,Jan,35446.0,2018-01,55 years and above
50,2019,Jan,36722.0,2019-01,55 years and above
51,2020,Jan,37606.0,2020-01,55 years and above
52,2021,Jan,35310.0,2021-01,55 years and above
53,2022,Jan,37183.0,2022-01,55 years and above
54,2023,Jan,37468.0,2023-01,55 years and above
55,1969,Feb,14047.0,1969-02,55 years and above
56,1970,Feb,14178.0,1970-02,55 years and above
57,1971,Feb,13958.0,1971-02,55 years and above
58,1972,Feb,14052.0,1972-02,55 years and above
59,1973,Feb,13891.0,1973-02,55 years and above
60,1974,Feb,13911.0,1974-02,55 years and above
61,1975,Feb,13677.0,1975-02,55 years and above
62,1976,Feb,13641.0,1976-02,55 years and above
63,1977,Feb,13715.0,1977-02,55 years and above
64,1978,Feb,14170.0,1978-02,55 years and above
65,1979,Feb,14634.0,1979-02,55 years and above
66,1980,Feb,14742.0,1980-02,55 years and above
67,1981,Feb,14508.0,1981-02,55 years and above
68,1982,Feb,14205.0,1982-02,55 years and above
69,1983,Feb,14198.0,1983-02,55 years and above
70,1984,Feb,14315.0,1984-02,55 years and above
71,1985,Feb,14296.0,1985-02,55 years and above
72,1986,Feb,14123.0,1986-02,55 years and above
73,1987,Feb,14357.0,1987-02,55 years and above
74,1988,Feb,14656.0,1988-02,55 years and above
75,1989,Feb,14822.0,1989-02,55 years and above
76,1990,Feb,14535.0,1990-02,55 years and above
77,1991,Feb,14345.0,1991-02,55 years and above
78,1992,Feb,14353.0,1992-02,55 years and above
79,1993,Feb,14447.0,1993-02,55 years and above
80,1994,Feb,14792.0,1994-02,55 years and above
81,1995,Feb,15038.0,1995-02,55 years and above
82,1996,Feb,15308.0,1996-02,55 years and above
83,1997,Feb,15792.0,1997-02,55 years and above
84,1998,Feb,16423.0,1998-02,55 years and above
85,1999,Feb,16953.0,1999-02,55 years and above
86,2000,Feb,18049.0,2000-02,55 years and above
87,2001,Feb,18516.0,2001-02,55 years and above
88,2002,Feb,19499.0,2002-02,55 years and above
89,2003,Feb,20905.0,2003-02,55 years and above
90,2004,Feb,21916.0,2004-02,55 years and above
91,2005,Feb,22870.0,2005-02,55 years and above
92,2006,Feb,24175.0,2006-02,55 years and above
93,2007,Feb,25291.0,2007-02,55 years and above
94,2008,Feb,26571.0,2008-02,55 years and above
95,2009,Feb,27018.0,2009-02,55 years and above
96,2010,Feb,27463.0,2010-02,55 years and above
97,2011,Feb,28435.0,2011-02,55 years and above
98,2012,Feb,30163.0,2012-02,55 years and above
99,2013,Feb,31217.0,2013-02,55 years and above
100,2014,Feb,32081.0,2014-02,55 years and above
101,2015,Feb,32780.0,2015-02,55 years and above
102,2016,Feb,34205.0,2016-02,55 years and above
103,2017,Feb,34916.0,2017-02,55 years and above
104,2018,Feb,35733.0,2018-02,55 years and above
105,2019,Feb,37093.0,2019-02,55 years and above
106,2020,Feb,37758.0,2020-02,55 years and above
107,2021,Feb,35323.0,2021-02,55 years and above
108,2022,Feb,37287.0,2022-02,55 years and above
109,2023,Feb,37100.0,2023-02,55 years and above
110,1969,Mar,14063.0,1969-03,55 years and above
111,1970,Mar,14220.0,1970-03,55 years and above
112,1971,Mar,14011.0,1971-03,55 years and above
113,1972,Mar,14072.0,1972-03,55 years and above
114,1973,Mar,13905.0,1973-03,55 years and above
115,1974,Mar,13906.0,1974-03,55 years and above
116,1975,Mar,13646.0,1975-03,55 years and above
117,1976,Mar,13575.0,1976-03,55 years and above
118,1977,Mar,13749.0,1977-03,55 years and above
119,1978,Mar,14197.0,1978-03,55 years and above
120,1979,Mar,14600.0,1979-03,55 years and above
121,1980,Mar,14590.0,1980-03,55 years and above
122,1981,Mar,14574.0,1981-03,55 years and above
123,1982,Mar,14339.0,1982-03,55 years and above
124,1983,Mar,14162.0,1983-03,55 years and above
125,1984,Mar,14228.0,1984-03,55 years and above
126,1985,Mar,14474.0,1985-03,55 years and above
127,1986,Mar,14211.0,1986-03,55 years and above
128,1987,Mar,14404.0,1987-03,55 years and above
129,1988,Mar,14558.0,1988-03,55 years and above
130,1989,Mar,14904.0,1989-03,55 years and above
131,1990,Mar,14504.0,1990-03,55 years and above
132,1991,Mar,14340.0,1991-03,55 years and above
133,1992,Mar,14479.0,1992-03,55 years and above
134,1993,Mar,14353.0,1993-03,55 years and above
135,1994,Mar,14639.0,1994-03,55 years and above
136,1995,Mar,14995.0,1995-03,55 years and above
137,1996,Mar,15306.0,1996-03,55 years and above
138,1997,Mar,15988.0,1997-03,55 years and above
139,1998,Mar,16336.0,1998-03,55 years and above
140,1999,Mar,17023.0,1999-03,55 years and above
141,2000,Mar,18079.0,2000-03,55 years and above
142,2001,Mar,18601.0,2001-03,55 years and above
143,2002,Mar,19412.0,2002-03,55 years and above
144,2003,Mar,20950.0,2003-03,55 years and above
145,2004,Mar,22006.0,2004-03,55 years and above
146,2005,Mar,22917.0,2005-03,55 years and above
147,2006,Mar,24324.0,2006-03,55 years and above
148,2007,Mar,25439.0,2007-03,55 years and above
149,2008,Mar,26619.0,2008-03,55 years and above
150,2009,Mar,26918.0,2009-03,55 years and above
151,2010,Mar,27675.0,2010-03,55 years and above
152,2011,Mar,28505.0,2011-03,55 years and above
153,2012,Mar,30172.0,2012-03,55 years and above
154,2013,Mar,31274.0,2013-03,55 years and above
155,2014,Mar,31958.0,2014-03,55 years and above
156,2015,Mar,33184.0,2015-03,55 years and above
157,2016,Mar,34234.0,2016-03,55 years and above
158,2017,Mar,35136.0,2017-03,55 years and above
159,2018,Mar,35736.0,2018-03,55 years and above
160,2019,Mar,36801.0,2019-03,55 years and above
161,2020,Mar,36886.0,2020-03,55 years and above
162,2021,Mar,35599.0,2021-03,55 years and above
163,2022,Mar,37271.0,2022-03,55 years and above
164,2023,Mar,37250.0,2023-03,55 years and above
165,1969,Apr,14098.0,1969-04,55 years and above
166,1970,Apr,14180.0,1970-04,55 years and above
167,1971,Apr,14006.0,1971-04,55 years and above
168,1972,Apr,13977.0,1972-04,55 years and above
169,1973,Apr,13830.0,1973-04,55 years and above
170,1974,Apr,13933.0,1974-04,55 years and above
171,1975,Apr,13656.0,1975-04,55 years and above
172,1976,Apr,13539.0,1976-04,55 years and above
173,1977,Apr,13877.0,1977-04,55 years and above
174,1978,Apr,14326.0,1978-04,55 years and above
175,1979,Apr,14478.0,1979-04,55 years and above
176,1980,Apr,14574.0,1980-04,55 years and above
177,1981,Apr,14640.0,1981-04,55 years and above
178,1982,Apr,14351.0,1982-04,55 years and above
179,1983,Apr,14112.0,1983-04,55 years and above
180,1984,Apr,14276.0,1984-04,55 years and above
181,1985,Apr,14332.0,1985-04,55 years and above
182,1986,Apr,14259.0,1986-04,55 years and above
183,1987,Apr,14335.0,1987-04,55 years and above
184,1988,Apr,14656.0,1988-04,55 years and above
185,1989,Apr,14894.0,1989-04,55 years and above
186,1990,Apr,14477.0,1990-04,55 years and above
187,1991,Apr,14394.0,1991-04,55 years and above
188,1992,Apr,14392.0,1992-04,55 years and above
189,1993,Apr,14280.0,1993-04,55 years and above
190,1994,Apr,14707.0,1994-04,55 years and above
191,1995,Apr,15016.0,1995-04,55 years and above
192,1996,Apr,15169.0,1996-04,55 years and above
193,1997,Apr,15930.0,1997-04,55 years and above
194,1998,Apr,16487.0,1998-04,55 years and above
195,1999,Apr,17138.0,1999-04,55 years and above
196,2000,Apr,18098.0,2000-04,55 years and above
197,2001,Apr,18688.0,2001-04,55 years and above
198,2002,Apr,19655.0,2002-04,55 years and above
199,2003,Apr,20969.0,2003-04,55 years and above
200,2004,Apr,21740.0,2004-04,55 years and above
201,2005,Apr,23278.0,2005-04,55 years and above
202,2006,Apr,24535.0,2006-04,55 years and above
203,2007,Apr,25316.0,2007-04,55 years and above
204,2008,Apr,26572.0,2008-04,55 years and above
205,2009,Apr,26915.0,2009-04,55 years and above
206,2010,Apr,27809.0,2010-04,55 years and above
207,2011,Apr,28712.0,2011-04,55 years and above
208,2012,Apr,30057.0,2012-04,55 years and above
209,2013,Apr,31284.0,2013-04,55 years and above
210,2014,Apr,32053.0,2014-04,55 years and above
211,2015,Apr,33336.0,2015-04,55 years and above
212,2016,Apr,34390.0,2016-04,55 years and above
213,2017,Apr,35200.0,2017-04,55 years and above
214,2018,Apr,36092.0,2018-04,55 years and above
215,2019,Apr,36863.0,2019-04,55 years and above
216,2020,Apr,32137.0,2020-04,55 years and above
217,2021,Apr,35634.0,2021-04,55 years and above
218,2022,Apr,37126.0,2022-04,55 years and above
219,2023,Apr,37232.0,2023-04,55 years and above
220,1969,May,14119.0,1969-05,55 years and above
221,1970,May,14075.0,1970-05,55 years and above
222,1971,May,14062.0,1971-05,55 years and above
223,1972,May,14026.0,1972-05,55 years and above
224,1973,May,13832.0,1973-05,55 years and above
225,1974,May,13811.0,1974-05,55 years and above
226,1975,May,13670.0,1975-05,55 years and above
227,1976,May,13555.0,1976-05,55 years and above
228,1977,May,13956.0,1977-05,55 years and above
229,1978,May,14311.0,1978-05,55 years and above
230,1979,May,14515.0,1979-05,55 years and above
231,1980,May,14531.0,1980-05,55 years and above
232,1981,May,14627.0,1981-05,55 years and above
233,1982,May,14425.0,1982-05,55 years and above
234,1983,May,14116.0,1983-05,55 years and above
235,1984,May,14251.0,1984-05,55 years and above
236,1985,May,14260.0,1985-05,55 years and above
237,1986,May,14371.0,1986-05,55 years and above
238,1987,May,14490.0,1987-05,55 years and above
239,1988,May,14471.0,1988-05,55 years and above
240,1989,May,14910.0,1989-05,55 years and above
241,1990,May,14599.0,1990-05,55 years and above
242,1991,May,14264.0,1991-05,55 years and above
243,1992,May,14371.0,1992-05,55 years and above
244,1993,May,14454.0,1993-05,55 years and above
245,1994,May,14978.0,1994-05,55 years and above
246,1995,May,14927.0,1995-05,55 years and above
247,1996,May,15315.0,1996-05,55 years and above
248,1997,May,16038.0,1997-05,55 years and above
249,1998,May,16558.0,1998-05,55 years and above
250,1999,May,17093.0,1999-05,55 years and above
251,2000,May,18086.0,2000-05,55 years and above
252,2001,May,18833.0,2001-05,55 years and above
253,2002,May,19832.0,2002-05,55 years and above
254,2003,May,21041.0,2003-05,55 years and above
255,2004,May,21865.0,2004-05,55 years and above
256,2005,May,23349.0,2005-05,55 years and above
257,2006,May,24555.0,2006-05,55 years and above
258,2007,May,25600.0,2007-05,55 years and above
259,2008,May,26565.0,2008-05,55 years and above
260,2009,May,27166.0,2009-05,55 years and above
261,2010,May,27910.0,2010-05,55 years and above
262,2011,May,28659.0,2011-05,55 years and above
263,2012,May,30245.0,2012-05,55 years and above
264,2013,May,31474.0,2013-05,55 years and above
265,2014,May,32258.0,2014-05,55 years and above
266,2015,May,33402.0,2015-05,55 years and above
267,2016,May,34233.0,2016-05,55 years and above
268,2017,May,35241.0,2017-05,55 years and above
269,2018,May,36353.0,2018-05,55 years and above
270,2019,May,36820.0,2019-05,55 years and above
271,2020,May,32744.0,2020-05,55 years and above
272,2021,May,35732.0,2021-05,55 years and above
273,2022,May,37298.0,2022-05,55 years and above
274,2023,May,37105.0,2023-05,55 years and above
275,1969,Jun,14062.0,1969-06,55 years and above
276,1970,Jun,14087.0,1970-06,55 years and above
277,1971,Jun,14005.0,1971-06,55 years and above
278,1972,Jun,14039.0,1972-06,55 years and above
279,1973,Jun,13895.0,1973-06,55 years and above
280,1974,Jun,13820.0,1974-06,55 years and above
281,1975,Jun,13607.0,1975-06,55 years and above
282,1976,Jun,13584.0,1976-06,55 years and above
283,1977,Jun,13861.0,1977-06,55 years and above
284,1978,Jun,14456.0,1978-06,55 years and above
285,1979,Jun,14537.0,1979-06,55 years and above
286,1980,Jun,14536.0,1980-06,55 years and above
287,1981,Jun,14571.0,1981-06,55 years and above
288,1982,Jun,14422.0,1982-06,55 years and above
289,1983,Jun,14175.0,1983-06,55 years and above
290,1984,Jun,14156.0,1984-06,55 years and above
291,1985,Jun,14242.0,1985-06,55 years and above
292,1986,Jun,14485.0,1986-06,55 years and above
293,1987,Jun,14541.0,1987-06,55 years and above
294,1988,Jun,14543.0,1988-06,55 years and above
295,1989,Jun,14845.0,1989-06,55 years and above
296,1990,Jun,14527.0,1990-06,55 years and above
297,1991,Jun,14339.0,1991-06,55 years and above
298,1992,Jun,14325.0,1992-06,55 years and above
299,1993,Jun,14487.0,1993-06,55 years and above
300,1994,Jun,14877.0,1994-06,55 years and above
301,1995,Jun,14923.0,1995-06,55 years and above
302,1996,Jun,15468.0,1996-06,55 years and above
303,1997,Jun,15940.0,1997-06,55 years and above
304,1998,Jun,16484.0,1998-06,55 years and above
305,1999,Jun,17264.0,1999-06,55 years and above
306,2000,Jun,18176.0,2000-06,55 years and above
307,2001,Jun,18860.0,2001-06,55 years and above
308,2002,Jun,19968.0,2002-06,55 years and above
309,2003,Jun,21097.0,2003-06,55 years and above
310,2004,Jun,22007.0,2004-06,55 years and above
311,2005,Jun,23494.0,2005-06,55 years and above
312,2006,Jun,24688.0,2006-06,55 years and above
313,2007,Jun,25742.0,2007-06,55 years and above
314,2008,Jun,26742.0,2008-06,55 years and above
315,2009,Jun,27104.0,2009-06,55 years and above
316,2010,Jun,27992.0,2010-06,55 years and above
317,2011,Jun,28682.0,2011-06,55 years and above
318,2012,Jun,30471.0,2012-06,55 years and above
319,2013,Jun,31496.0,2013-06,55 years and above
320,2014,Jun,32282.0,2014-06,55 years and above
321,2015,Jun,33404.0,2015-06,55 years and above
322,2016,Jun,34438.0,2016-06,55 years and above
323,2017,Jun,35366.0,2017-06,55 years and above
324,2018,Jun,36312.0,2018-06,55 years and above
325,2019,Jun,36946.0,2019-06,55 years and above
326,2020,Jun,34064.0,2020-06,55 years and above
327,2021,Jun,35772.0,2021-06,55 years and above
328,2022,Jun,37106.0,2022-06,55 years and above
329,2023,Jun,37228.0,2023-06,55 years and above
330,1969,Jul,14070.0,1969-07,55 years and above
331,1970,Jul,14067.0,1970-07,55 years and above
332,1971,Jul,13963.0,1971-07,55 years and above
333,1972,Jul,14023.0,1972-07,55 years and above
334,1973,Jul,13880.0,1973-07,55 years and above
335,1974,Jul,13822.0,1974-07,55 years and above
336,1975,Jul,13714.0,1975-07,55 years and above
337,1976,Jul,13607.0,1976-07,55 years and above
338,1977,Jul,13839.0,1977-07,55 years and above
339,1978,Jul,14382.0,1978-07,55 years and above
340,1979,Jul,14488.0,1979-07,55 years and above
341,1980,Jul,14541.0,1980-07,55 years and above
342,1981,Jul,14516.0,1981-07,55 years and above
343,1982,Jul,14364.0,1982-07,55 years and above
344,1983,Jul,14224.0,1983-07,55 years and above
345,1984,Jul,14208.0,1984-07,55 years and above
346,1985,Jul,14172.0,1985-07,55 years and above
347,1986,Jul,14487.0,1986-07,55 years and above
348,1987,Jul,14533.0,1987-07,55 years and above
349,1988,Jul,14496.0,1988-07,55 years and above
350,1989,Jul,14885.0,1989-07,55 years and above
351,1990,Jul,14502.0,1990-07,55 years and above
352,1991,Jul,14328.0,1991-07,55 years and above
353,1992,Jul,14358.0,1992-07,55 years and above
354,1993,Jul,14311.0,1993-07,55 years and above
355,1994,Jul,14807.0,1994-07,55 years and above
356,1995,Jul,15115.0,1995-07,55 years and above
357,1996,Jul,15536.0,1996-07,55 years and above
358,1997,Jul,15912.0,1997-07,55 years and above
359,1998,Jul,16549.0,1998-07,55 years and above
360,1999,Jul,17284.0,1999-07,55 years and above
361,2000,Jul,18206.0,2000-07,55 years and above
362,2001,Jul,18958.0,2001-07,55 years and above
363,2002,Jul,20117.0,2002-07,55 years and above
364,2003,Jul,21103.0,2003-07,55 years and above
365,2004,Jul,22154.0,2004-07,55 years and above
366,2005,Jul,23546.0,2005-07,55 years and above
367,2006,Jul,24677.0,2006-07,55 years and above
368,2007,Jul,25923.0,2007-07,55 years and above
369,2008,Jul,26872.0,2008-07,55 years and above
370,2009,Jul,27132.0,2009-07,55 years and above
371,2010,Jul,28077.0,2010-07,55 years and above
372,2011,Jul,28729.0,2011-07,55 years and above
373,2012,Jul,30235.0,2012-07,55 years and above
374,2013,Jul,31520.0,2013-07,55 years and above
375,2014,Jul,32405.0,2014-07,55 years and above
376,2015,Jul,33560.0,2015-07,55 years and above
377,2016,Jul,34627.0,2016-07,55 years and above
378,2017,Jul,35356.0,2017-07,55 years and above
379,2018,Jul,36355.0,2018-07,55 years and above
380,2019,Jul,37528.0,2019-07,55 years and above
381,2020,Jul,34731.0,2020-07,55 years and above
382,2021,Jul,35992.0,2021-07,55 years and above
383,2022,Jul,37276.0,2022-07,55 years and above
384,2023,Jul,37620.0,2023-07,55 years and above
385,1969,Aug,14119.0,1969-08,55 years and above
386,1970,Aug,14035.0,1970-08,55 years and above
387,1971,Aug,13986.0,1971-08,55 years and above
388,1972,Aug,14048.0,1972-08,55 years and above
389,1973,Aug,13874.0,1973-08,55 years and above
390,1974,Aug,13812.0,1974-08,55 years and above
391,1975,Aug,13614.0,1975-08,55 years and above
392,1976,Aug,13728.0,1976-08,55 years and above
393,1977,Aug,13846.0,1977-08,55 years and above
394,1978,Aug,14317.0,1978-08,55 years and above
395,1979,Aug,14570.0,1979-08,55 years and above
396,1980,Aug,14634.0,1980-08,55 years and above
397,1981,Aug,14457.0,1981-08,55 years and above
398,1982,Aug,14319.0,1982-08,55 years and above
399,1983,Aug,14226.0,1983-08,55 years and above
400,1984,Aug,14189.0,1984-08,55 years and above
401,1985,Aug,14288.0,1985-08,55 years and above
402,1986,Aug,14453.0,1986-08,55 years and above
403,1987,Aug,14531.0,1987-08,55 years and above
404,1988,Aug,14624.0,1988-08,55 years and above
405,1989,Aug,14771.0,1989-08,55 years and above
406,1990,Aug,14599.0,1990-08,55 years and above
407,1991,Aug,14234.0,1991-08,55 years and above
408,1992,Aug,14280.0,1992-08,55 years and above
409,1993,Aug,14489.0,1993-08,55 years and above
410,1994,Aug,14943.0,1994-08,55 years and above
411,1995,Aug,15096.0,1995-08,55 years and above
412,1996,Aug,15573.0,1996-08,55 years and above
413,1997,Aug,16064.0,1997-08,55 years and above
414,1998,Aug,16533.0,1998-08,55 years and above
415,1999,Aug,17339.0,1999-08,55 years and above
416,2000,Aug,18331.0,2000-08,55 years and above
417,2001,Aug,19085.0,2001-08,55 years and above
418,2002,Aug,20168.0,2002-08,55 years and above
419,2003,Aug,21258.0,2003-08,55 years and above
420,2004,Aug,22357.0,2004-08,55 years and above
421,2005,Aug,23727.0,2005-08,55 years and above
422,2006,Aug,24835.0,2006-08,55 years and above
423,2007,Aug,25891.0,2007-08,55 years and above
424,2008,Aug,26938.0,2008-08,55 years and above
425,2009,Aug,27148.0,2009-08,55 years and above
426,2010,Aug,28075.0,2010-08,55 years and above
427,2011,Aug,28911.0,2011-08,55 years and above
428,2012,Aug,30626.0,2012-08,55 years and above
429,2013,Aug,31747.0,2013-08,55 years and above
430,2014,Aug,32395.0,2014-08,55 years and above
431,2015,Aug,33412.0,2015-08,55 years and above
432,2016,Aug,34466.0,2016-08,55 years and above
433,2017,Aug,35470.0,2017-08,55 years and above
434,2018,Aug,36500.0,2018-08,55 years and above
435,2019,Aug,37526.0,2019-08,55 years and above
436,2020,Aug,35384.0,2020-08,55 years and above
437,2021,Aug,36427.0,2021-08,55 years and above
438,2022,Aug,37204.0,2022-08,55 years and above
439,2023,Aug,37663.0,2023-08,55 years and above
440,1969,Sep,14133.0,1969-09,55 years and above
441,1970,Sep,13988.0,1970-09,55 years and above
442,1971,Sep,14047.0,1971-09,55 years and above
443,1972,Sep,14140.0,1972-09,55 years and above
444,1973,Sep,13838.0,1973-09,55 years and above
445,1974,Sep,13774.0,1974-09,55 years and above
446,1975,Sep,13613.0,1975-09,55 years and above
447,1976,Sep,13760.0,1976-09,55 years and above
448,1977,Sep,13994.0,1977-09,55 years and above
449,1978,Sep,14351.0,1978-09,55 years and above
450,1979,Sep,14612.0,1979-09,55 years and above
451,1980,Sep,14479.0,1980-09,55 years and above
452,1981,Sep,14299.0,1981-09,55 years and above
453,1982,Sep,14518.0,1982-09,55 years and above
454,1983,Sep,14376.0,1983-09,55 years and above
455,1984,Sep,14299.0,1984-09,55 years and above
456,1985,Sep,14279.0,1985-09,55 years and above
457,1986,Sep,14317.0,1986-09,55 years and above
458,1987,Sep,14477.0,1987-09,55 years and above
459,1988,Sep,14635.0,1988-09,55 years and above
460,1989,Sep,14762.0,1989-09,55 years and above
461,1990,Sep,14550.0,1990-09,55 years and above
462,1991,Sep,14380.0,1991-09,55 years and above
463,1992,Sep,14299.0,1992-09,55 years and above
464,1993,Sep,14316.0,1993-09,55 years and above
465,1994,Sep,14961.0,1994-09,55 years and above
466,1995,Sep,15289.0,1995-09,55 years and above
467,1996,Sep,15522.0,1996-09,55 years and above
468,1997,Sep,16068.0,1997-09,55 years and above
469,1998,Sep,16755.0,1998-09,55 years and above
470,1999,Sep,17347.0,1999-09,55 years and above
471,2000,Sep,18273.0,2000-09,55 years and above
472,2001,Sep,19077.0,2001-09,55 years and above
473,2002,Sep,20441.0,2002-09,55 years and above
474,2003,Sep,21278.0,2003-09,55 years and above
475,2004,Sep,22344.0,2004-09,55 years and above
476,2005,Sep,23752.0,2005-09,55 years and above
477,2006,Sep,25019.0,2006-09,55 years and above
478,2007,Sep,26025.0,2007-09,55 years and above
479,2008,Sep,26844.0,2008-09,55 years and above
480,2009,Sep,27191.0,2009-09,55 years and above
481,2010,Sep,28187.0,2010-09,55 years and above
482,2011,Sep,29232.0,2011-09,55 years and above
483,2012,Sep,30727.0,2012-09,55 years and above
484,2013,Sep,31527.0,2013-09,55 years and above
485,2014,Sep,32648.0,2014-09,55 years and above
486,2015,Sep,33425.0,2015-09,55 years and above
487,2016,Sep,34600.0,2016-09,55 years and above
488,2017,Sep,35549.0,2017-09,55 years and above
489,2018,Sep,36496.0,2018-09,55 years and above
490,2019,Sep,37575.0,2019-09,55 years and above
491,2020,Sep,35271.0,2020-09,55 years and above
492,2021,Sep,36620.0,2021-09,55 years and above
493,2022,Sep,37550.0,2022-09,55 years and above
495,1969,Oct,14094.0,1969-10,55 years and above
496,1970,Oct,14062.0,1970-10,55 years and above
497,1971,Oct,14129.0,1971-10,55 years and above
498,1972,Oct,14085.0,1972-10,55 years and above
499,1973,Oct,13837.0,1973-10,55 years and above
500,1974,Oct,13752.0,1974-10,55 years and above
501,1975,Oct,13577.0,1975-10,55 years and above
502,1976,Oct,13726.0,1976-10,55 years and above
503,1977,Oct,14064.0,1977-10,55 years and above
504,1978,Oct,14326.0,1978-10,55 years and above
505,1979,Oct,14646.0,1979-10,55 years and above
506,1980,Oct,14477.0,1980-10,55 years and above
507,1981,Oct,14365.0,1981-10,55 years and above
508,1982,Oct,14251.0,1982-10,55 years and above
509,1983,Oct,14345.0,1983-10,55 years and above
510,1984,Oct,14118.0,1984-10,55 years and above
511,1985,Oct,14350.0,1985-10,55 years and above
512,1986,Oct,14217.0,1986-10,55 years and above
513,1987,Oct,14646.0,1987-10,55 years and above
514,1988,Oct,14713.0,1988-10,55 years and above
515,1989,Oct,14841.0,1989-10,55 years and above
516,1990,Oct,14517.0,1990-10,55 years and above
517,1991,Oct,14286.0,1991-10,55 years and above
518,1992,Oct,14225.0,1992-10,55 years and above
519,1993,Oct,14394.0,1993-10,55 years and above
520,1994,Oct,14989.0,1994-10,55 years and above
521,1995,Oct,15345.0,1995-10,55 years and above
522,1996,Oct,15525.0,1996-10,55 years and above
523,1997,Oct,16210.0,1997-10,55 years and above
524,1998,Oct,16826.0,1998-10,55 years and above
525,1999,Oct,17291.0,1999-10,55 years and above
526,2000,Oct,18295.0,2000-10,55 years and above
527,2001,Oct,19156.0,2001-10,55 years and above
528,2002,Oct,20446.0,2002-10,55 years and above
529,2003,Oct,21549.0,2003-10,55 years and above
530,2004,Oct,22341.0,2004-10,55 years and above
531,2005,Oct,23904.0,2005-10,55 years and above
532,2006,Oct,25104.0,2006-10,55 years and above
533,2007,Oct,26001.0,2007-10,55 years and above
534,2008,Oct,27125.0,2008-10,55 years and above
535,2009,Oct,27250.0,2009-10,55 years and above
536,2010,Oct,27944.0,2010-10,55 years and above
537,2011,Oct,29213.0,2011-10,55 years and above
538,2012,Oct,30984.0,2012-10,55 years and above
539,2013,Oct,31472.0,2013-10,55 years and above
540,2014,Oct,32740.0,2014-10,55 years and above
541,2015,Oct,33787.0,2015-10,55 years and above
542,2016,Oct,34685.0,2016-10,55 years and above
543,2017,Oct,35465.0,2017-10,55 years and above
544,2018,Oct,36570.0,2018-10,55 years and above
545,2019,Oct,37550.0,2019-10,55 years and above
546,2020,Oct,35659.0,2020-10,55 years and above
547,2021,Oct,36482.0,2021-10,55 years and above
548,2022,Oct,37651.0,2022-10,55 years and above
550,1969,Nov,14080.0,1969-11,55 years and above
551,1970,Nov,14048.0,1970-11,55 years and above
552,1971,Nov,14165.0,1971-11,55 years and above
553,1972,Nov,13993.0,1972-11,55 years and above
554,1973,Nov,13818.0,1973-11,55 years and above
555,1974,Nov,13566.0,1974-11,55 years and above
556,1975,Nov,13537.0,1975-11,55 years and above
557,1976,Nov,13730.0,1976-11,55 years and above
558,1977,Nov,14145.0,1977-11,55 years and above
559,1978,Nov,14535.0,1978-11,55 years and above
560,1979,Nov,14633.0,1979-11,55 years and above
561,1980,Nov,14442.0,1980-11,55 years and above
562,1981,Nov,14317.0,1981-11,55 years and above
563,1982,Nov,14286.0,1982-11,55 years and above
564,1983,Nov,14365.0,1983-11,55 years and above
565,1984,Nov,14178.0,1984-11,55 years and above
566,1985,Nov,14280.0,1985-11,55 years and above
567,1986,Nov,14329.0,1986-11,55 years and above
568,1987,Nov,14637.0,1987-11,55 years and above
569,1988,Nov,14841.0,1988-11,55 years and above
570,1989,Nov,14817.0,1989-11,55 years and above
571,1990,Nov,14504.0,1990-11,55 years and above
572,1991,Nov,14238.0,1991-11,55 years and above
573,1992,Nov,14372.0,1992-11,55 years and above
574,1993,Nov,14427.0,1993-11,55 years and above
575,1994,Nov,15144.0,1994-11,55 years and above
576,1995,Nov,15249.0,1995-11,55 years and above
577,1996,Nov,15601.0,1996-11,55 years and above
578,1997,Nov,16447.0,1997-11,55 years and above
579,1998,Nov,16897.0,1998-11,55 years and above
580,1999,Nov,17302.0,1999-11,55 years and above
581,2000,Nov,18201.0,2000-11,55 years and above
582,2001,Nov,19200.0,2001-11,55 years and above
583,2002,Nov,20487.0,2002-11,55 years and above
584,2003,Nov,21691.0,2003-11,55 years and above
585,2004,Nov,22562.0,2004-11,55 years and above
586,2005,Nov,23856.0,2005-11,55 years and above
587,2006,Nov,25219.0,2006-11,55 years and above
588,2007,Nov,26228.0,2007-11,55 years and above
589,2008,Nov,27119.0,2008-11,55 years and above
590,2009,Nov,27331.0,2009-11,55 years and above
591,2010,Nov,28069.0,2010-11,55 years and above
592,2011,Nov,29304.0,2011-11,55 years and above
593,2012,Nov,31104.0,2012-11,55 years and above
594,2013,Nov,31636.0,2013-11,55 years and above
595,2014,Nov,32797.0,2014-11,55 years and above
596,2015,Nov,33850.0,2015-11,55 years and above
